step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.997810,-0.066144,0.998093,-0.061728,0.093371,0.087677,1.000000,-1.068149
1,0.998512,-0.054526,0.999953,-0.009692,0.022390,0.425661,1.000000,-1.008826
2,0.998404,-0.056469,0.994719,0.102633,-0.037490,0.678953,1.000000,-0.834307
3,0.997758,-0.066924,0.968515,0.248955,-0.059880,0.780878,1.000000,-0.635422
4,0.997012,-0.077252,0.919714,0.392590,-0.037123,0.711008,1.000000,-0.543485
5,0.996822,-0.079659,0.864545,0.502555,0.015737,0.502107,-1.000000,-0.834336
6,0.998940,-0.046041,0.860613,0.509259,0.313121,-0.418794,-1.000000,-1.355543
7,0.999191,0.040224,0.933617,0.358272,0.530963,-1.226692,-1.000000,-1.460632
8,0.987850,0.155408,0.997943,0.064113,0.595089,-1.727823,-1.000000,-1.014871
9,0.965593,0.260057,0.957836,-0.287314,0.438883,-1.744938,-1.000000,-0.442666
10,0.949635,0.313358,0.823552,-0.567241,0.097453,-1.316139,-1.000000,-0.220026
11,0.955806,0.293998,0.694973,-0.719035,-0.297327,-0.657213,-1.000000,-0.382208
12,0.979056,0.203589,0.649409,-0.760439,-0.615351,0.033198,1.000000,-0.973691
13,0.999182,0.040447,0.741330,-0.671141,-0.996368,1.216493,-1.000000,-1.376898
14,0.988307,-0.152478,0.894934,-0.446199,-0.895410,1.444835,1.000000,-1.439713
15,0.947236,-0.320538,0.992648,-0.121034,-0.794854,1.886167,-1.000000,-1.329701
16,0.910317,-0.413912,0.982592,0.185776,-0.180068,1.128858,-1.000000,-1.390592
17,0.923880,-0.382683,0.951276,0.308339,0.516484,0.122798,-1.000000,-1.533664
18,0.974169,-0.225819,0.971599,0.236634,1.098402,-0.835658,-1.000000,-1.250699
19,0.999629,0.027236,0.999996,0.002814,1.392442,-1.441785,-1.000000,-0.555388
20,0.954731,0.297472,0.956307,-0.292365,1.290405,-1.453782,-1.000000,-0.130500
21,0.868053,0.496472,0.855918,-0.517111,0.839364,-0.953489,-1.000000,-0.427053
22,0.811187,0.584787,0.788488,-0.615050,0.193186,-0.217436,-1.000000,-1.176483
23,0.828690,0.559708,0.809322,-0.587365,-0.493312,0.558304,1.000000,-1.888761
24,0.917406,0.397953,0.928422,-0.371527,-1.320383,1.872161,-1.000000,-1.675464
25,0.993421,0.114522,0.999827,0.018579,-1.552507,1.999032,1.000000,-0.687176
