step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.999992,-0.004117,0.999862,-0.016610,0.019076,0.012739,-1.000000,-0.995617
1,0.999915,0.013012,0.998897,-0.046965,0.147587,-0.308152,-1.000000,-0.959664
2,0.998664,0.051676,0.991077,-0.133289,0.228494,-0.537488,-1.000000,-0.882096
3,0.995082,0.099051,0.968549,-0.248823,0.233245,-0.612582,-1.000000,-0.809336
4,0.990271,0.139155,0.933280,-0.359149,0.159338,-0.521365,-1.000000,-0.805394
5,0.987354,0.158532,0.899868,-0.436163,0.030898,-0.302987,-1.000000,-0.885191
6,0.988633,0.150351,0.884903,-0.465775,-0.112443,-0.025555,-1.000000,-1.003267
7,0.993275,0.115776,0.894912,-0.446243,-0.228734,0.236425,1.000000,-1.234087
8,0.999277,0.038015,0.946366,-0.323095,-0.533742,1.069987,1.000000,-1.290733
9,0.996208,-0.087002,0.998560,-0.053639,-0.684234,1.617610,1.000000,-0.875215
10,0.975995,-0.217794,0.959588,0.281407,-0.600132,1.688051,1.000000,-0.394806
11,0.951629,-0.307250,0.830940,0.556362,-0.300904,1.299747,1.000000,-0.300229
12,0.944990,-0.327100,0.705244,0.708965,0.096461,0.656645,1.000000,-0.592516
13,0.962304,-0.271975,0.661164,0.750242,0.468450,-0.050350,-1.000000,-1.249082
14,0.991455,-0.130451,0.757328,0.653035,0.949565,-1.291013,-1.000000,-1.728926
15,0.995966,0.089737,0.939063,0.343746,1.210778,-2.239419,-1.000000,-1.278514
16,0.946282,0.323342,0.990350,-0.138589,1.115679,-2.526737,-1.000000,-0.403399
17,0.873263,0.487249,0.822098,-0.569346,0.630423,-2.038670,-1.000000,-0.105091
18,0.842864,0.538126,0.600021,-0.799984,-0.050092,-1.140571,-1.000000,-0.480138
19,0.882281,0.470724,0.493518,-0.869736,-0.713508,-0.129770,-1.000000,-1.024323
20,0.956911,0.290383,0.554985,-0.831861,-1.201680,0.828418,1.000000,-1.526735
21,0.999980,0.006345,0.778264,-0.627937,-1.626955,2.148637,1.000000,-1.452485
22,0.946056,-0.324004,0.986905,-0.161301,-1.658801,2.880519,1.000000,-0.619067
23,0.812856,-0.582465,0.919262,0.393646,-1.180888,2.633702,1.000000,-0.204967
24,0.712225,-0.701951,0.662342,0.749202,-0.349265,1.727457,1.000000,-0.650952
25,0.727694,-0.685902,0.469523,0.882920,0.568151,0.605669,1.000000,-1.378646
26,0.847950,-0.530076,0.467278,0.884110,1.368207,-0.579534,-1.000000,-1.960959
27,0.978594,-0.205800,0.697865,0.716229,2.082717,-2.240608,-1.000000,-1.539013
28,0.970698,0.240304,0.974550,0.224172,2.317959,-3.315272,-1.000000,0.081399
29,0.782556,0.622580,0.906714,-0.421746,1.866922,-3.089917,-1.000000,0.785527
30,0.576134,0.817355,0.578794,-0.815474,0.935684,-2.032716,-1.000000,-0.118268
31,0.508650,0.860973,0.323874,-0.946100,-0.139290,-0.833105,-1.000000,-1.605095
32,0.619388,0.785085,0.285068,-0.958507,-1.186851,0.442763,1.000000,-3.033533
33,0.849724,0.527228,0.539012,-0.842298,-2.241755,2.367690,1.000000,-2.977545
34,0.999484,0.032114,0.939580,-0.342329,-2.891962,4.007448,1.000000,-0.055878
35,0.856852,-0.515562,0.885376,0.464875,-2.686614,3.993874,1.000000,2.222618
36,0.546153,-0.837685,0.402982,0.915208,-1.763146,2.657351,1.000000,1.518647
37,0.330068,-0.943957,0.021922,0.999760,-0.635377,1.295617,1.000000,-0.459374
38,0.320563,-0.947227,-0.109549,0.993981,0.533815,0.019240,-1.000000,-2.881500
39,0.533496,-0.845803,0.071168,0.997464,1.810068,-1.870196,-1.000000,-4.754344
40,0.861833,-0.507192,0.612351,0.790586,2.911029,-4.032005,-1.000000,-3.005233
41,0.992401,0.123046,0.997413,-0.071883,3.473154,-5.452041,-1.000000,2.174010
42,0.718983,0.695028,0.479581,-0.877497,2.828588,-4.237501,-1.000000,3.672077
43,0.335702,0.941968,-0.170840,-0.985299,1.743389,-2.525672,-1.000000,1.958539
44,0.111457,0.993769,-0.508301,-0.861179,0.553540,-1.129606,-1.000000,-0.411848
45,0.122070,0.992522,-0.589542,-0.807738,-0.658442,0.160746,1.000000,-3.195031
46,0.375904,0.926659,-0.404513,-0.914532,-1.952742,2.026700,1.000000,-5.822956
47,0.778494,0.627653,0.206846,-0.978374,-3.086120,4.303757,1.000000,-5.050346
48,0.999470,-0.032540,0.967861,-0.251487,-3.901143,6.539779,1.000000,1.709975
49,0.713921,-0.700226,0.535671,0.844427,-3.302815,5.545593,1.000000,5.075579
50,0.250656,-0.968076,-0.332887,0.942967,-2.098186,3.577077,1.000000,3.698811
51,-0.041853,-0.999124,-0.784800,0.619749,-0.852112,2.112035,1.000000,1.503370
52,-0.088577,-0.996069,-0.930022,0.367505,0.378832,0.811713,1.000000,-0.852886
53,0.107724,-0.994181,-0.940176,0.340688,1.581193,-0.541085,-1.000000,-3.689211
54,0.521383,-0.853323,-0.801323,0.598232,2.779843,-2.430911,-1.000000,-5.646657
55,0.928269,-0.371910,-0.228001,0.973661,3.551368,-4.628833,-1.000000,-4.877756
56,0.930604,0.366027,0.807747,0.589530,3.944185,-6.969117,-1.000000,-0.206739
57,0.442512,0.896762,0.712177,-0.702000,3.170676,-6.508984,-1.000000,3.445167
58,-0.016300,0.999867,-0.299101,-0.954221,1.567142,-4.532770,-1.000000,3.838441
59,-0.174927,0.984581,-0.872469,-0.488669,0.059063,-3.080001,-1.000000,3.285150
60,-0.055429,0.998463,-0.999538,-0.030383,-1.227712,-1.725091,-1.000000,1.008865
61,0.301389,0.953501,-0.982868,0.184309,-2.370429,-0.471824,-1.000000,-1.660006
62,0.771046,0.636780,-0.982708,0.185163,-3.312552,0.359047,1.000000,-2.076980
63,0.999498,-0.031698,-0.998571,0.053449,-3.773537,0.826383,1.000000,-0.384545
64,0.726220,-0.687462,-0.996014,-0.089193,-3.355921,0.472975,1.000000,-0.698161
65,0.233667,-0.972317,-0.995745,-0.092152,-2.357903,-0.526761,-1.000000,-3.664937
66,-0.107338,-0.994223,-0.983539,0.180698,-1.051032,-2.240198,1.000000,-5.546964
67,-0.180397,-0.983594,-0.719397,0.694599,0.358179,-3.626215,-1.000000,-5.342753
68,0.068167,-0.997674,0.119089,0.992884,2.183422,-5.719229,-1.000000,-3.441251
69,0.645120,-0.764082,0.999623,0.027469,4.003163,-8.282786,-1.000000,2.292615
70,0.999291,-0.037644,0.020082,-0.999798,4.096961,-6.951065,-1.000000,5.592516
71,0.730059,0.683384,-0.921607,-0.388126,3.728427,-5.105767,-1.000000,6.768696
72,0.166290,0.986077,-0.876355,0.481666,2.697827,-3.984873,-1.000000,5.089063
