step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.998007,-0.063110,0.995361,0.096209,-0.021183,-0.012778,-1.000000,-1.015520
1,0.999008,-0.044541,0.999041,0.043792,0.201529,-0.500444,-1.000000,-0.975935
2,0.999917,0.012913,0.995550,-0.094231,0.356753,-0.847723,-1.000000,-0.816271
3,0.995961,0.089792,0.961465,-0.274928,0.391447,-0.949294,-1.000000,-0.655789
4,0.987129,0.159927,0.897802,-0.440400,0.296707,-0.787250,0.000000,-0.748287
5,0.982027,0.188743,0.853644,-0.520857,-0.010233,-0.116390,0.000000,-1.102245
6,0.987758,0.155992,0.876836,-0.480789,-0.314851,0.568762,0.000000,-1.350817
7,0.997584,0.069477,0.946154,-0.323718,-0.535455,1.113002,0.000000,-1.273410
8,0.998914,-0.046584,0.997035,-0.076947,-0.594479,1.351827,-1.000000,-0.987093
9,0.990025,-0.140892,0.988849,0.148921,-0.326791,0.859239,-1.000000,-0.923250
10,0.985602,-0.169080,0.968670,0.248352,0.049039,0.136715,-1.000000,-1.069671
11,0.992535,-0.121958,0.979482,0.201532,0.416148,-0.602258,-1.000000,-1.105864
12,0.999935,-0.011422,0.999741,0.022765,0.664213,-1.151155,-1.000000,-0.864767
13,0.991647,0.128983,0.973130,-0.230258,0.705918,-1.331326,-1.000000,-0.556941
14,0.967485,0.252929,0.886176,-0.463348,0.525727,-1.104412,0.000000,-0.616501
15,0.950181,0.311700,0.812074,-0.583555,0.074852,-0.286500,0.000000,-1.088359
16,0.959823,0.280607,0.829152,-0.559024,-0.393456,0.577983,0.000000,-1.463107
17,0.986253,0.165243,0.920788,-0.390063,-0.764817,1.306717,0.000000,-1.359367
18,0.999976,-0.006954,0.995483,-0.094937,-0.920578,1.670326,-1.000000,-0.906127
19,0.985760,-0.168157,0.980802,0.195008,-0.657230,1.165987,-1.000000,-0.777386
20,0.967286,-0.253688,0.940146,0.340772,-0.198328,0.315529,-1.000000,-1.045014
21,0.970226,-0.242199,0.950254,0.311475,0.313596,-0.618775,-1.000000,-1.226756
22,0.990648,-0.136440,0.993892,0.110361,0.737047,-1.394027,-1.000000,-0.934121
23,0.999405,0.034506,0.977636,-0.210303,0.929782,-1.742641,-1.000000,-0.382496
24,0.977088,0.212837,0.853540,-0.521028,0.824004,-1.535785,0.000000,-0.303061
25,0.943902,0.330225,0.719321,-0.694678,0.373660,-0.628788,0.000000,-0.914734
26,0.936428,0.350860,0.702118,-0.712061,-0.157800,0.387431,0.000000,-1.610163
27,0.962331,0.271882,0.816011,-0.578036,-0.658350,1.349181,0.000000,-1.760298
28,0.994391,0.105770,0.963482,-0.267773,-0.994907,2.029466,0.000000,-1.127206
29,0.994921,-0.100664,0.988175,0.153328,-1.013724,2.104880,-1.000000,-0.458902
30,0.965504,-0.260387,0.881196,0.472751,-0.573290,1.207321,-1.000000,-0.652726
31,0.949117,-0.314923,0.814093,0.580734,0.013606,0.047646,-1.000000,-1.303612
32,0.966856,-0.255324,0.872193,0.489162,0.596187,-1.114919,-1.000000,-1.559780
33,0.995801,-0.091541,0.982086,0.188436,1.029362,-2.029875,-1.000000,-0.923253
34,0.991416,0.130744,0.966823,-0.255448,1.134014,-2.323603,-1.000000,0.009570
35,0.944214,0.329334,0.771822,-0.635839,0.859070,-1.888024,0.000000,0.079467
36,0.901145,0.433519,0.575750,-0.817626,0.252483,-0.767810,0.000000,-0.811350
37,0.907103,0.420908,0.546881,-0.837210,-0.387243,0.418312,0.000000,-1.801960
38,0.955713,0.294302,0.701321,-0.712845,-0.947390,1.544682,0.000000,-2.100055
39,0.997607,0.069143,0.923923,-0.382578,-1.298905,2.384480,0.000000,-1.320012
40,0.981214,-0.192924,0.993829,0.110927,-1.259945,2.508943,-1.000000,-0.378500
41,0.923863,-0.382724,0.867219,0.497927,-0.678485,1.503272,-1.000000,-0.545376
42,0.898484,-0.439005,0.769290,0.638899,0.070111,0.197009,-1.000000,-1.365285
43,0.933739,-0.357954,0.825787,0.563982,0.797686,-1.120498,-1.000000,-1.761544
44,0.989156,-0.146870,0.966435,0.256912,1.341706,-2.199510,-1.000000,-1.029065
45,0.989726,0.142974,0.973052,-0.230586,1.487041,-2.576428,-1.000000,0.135423
46,0.915373,0.402607,0.758849,-0.651267,1.156857,-2.075780,0.000000,0.238628
47,0.838649,0.544672,0.536726,-0.843757,0.436063,-0.848089,-1.000000,-0.675379
48,0.828141,0.560519,0.477144,-0.878825,-0.247472,0.160262,0.000000,-1.795618
49,0.891807,0.452416,0.612101,-0.790780,-0.989021,1.441429,0.000000,-2.384927
50,0.977632,0.210321,0.873422,-0.486964,-1.538519,2.526955,0.000000,-1.569237
51,0.993120,-0.117098,0.998744,0.050106,-1.665131,2.893348,-1.000000,-0.192382
52,0.919814,-0.392354,0.856319,0.516448,-1.124379,1.910194,-1.000000,-0.146657
53,0.852928,-0.522028,0.705887,0.708325,-0.313303,0.507302,-1.000000,-1.171091
54,0.865417,-0.501053,0.736959,0.675938,0.553647,-0.952167,-1.000000,-1.996355
55,0.944630,-0.328136,0.915776,0.401690,1.316505,-2.287510,-1.000000,-1.463685
56,0.999755,-0.022150,0.991284,-0.131741,1.720368,-3.007963,-1.000000,0.150659
57,0.951221,0.308510,0.756884,-0.653549,1.550836,-2.634096,0.000000,0.753040
58,0.846871,0.531798,0.440784,-0.897613,0.883466,-1.348157,0.000000,-0.254656
59,0.791402,0.611296,0.318582,-0.947895,0.074297,0.027925,0.000000,-1.793082
60,0.831450,0.555599,0.450930,-0.892559,-0.753841,1.405598,0.000000,-2.800720
61,0.934817,0.355130,0.772257,-0.635310,-1.473168,2.702408,0.000000,-2.167153
62,0.999725,0.023456,0.998219,-0.059648,-1.832707,3.415741,-1.000000,-0.230882
63,0.951663,-0.307146,0.849523,0.527551,-1.433694,2.566852,-1.000000,0.366120
64,0.864948,-0.501861,0.600284,0.799787,-0.669434,1.105919,-1.000000,-0.678148
65,0.840280,-0.542152,0.546163,0.837679,0.202607,-0.446979,-1.000000,-2.032603
66,0.902157,-0.431409,0.732374,0.680902,1.051263,-1.979027,-1.000000,-2.282490
67,0.986292,-0.165011,0.976089,0.217369,1.689646,-3.212515,-1.000000,-0.608011
68,0.981840,0.189710,0.895766,-0.444526,1.767162,-3.367799,-1.000000,1.173938
69,0.876679,0.481075,0.494399,-0.869235,1.280219,-2.460484,0.000000,0.995538
70,0.778918,0.627126,0.169092,-0.985600,0.463705,-1.009199,-1.000000,-0.437629
71,0.768816,0.639470,0.086631,-0.996240,-0.303221,0.177152,0.000000,-2.090667
72,0.851840,0.523802,0.263446,-0.964674,-1.103363,1.621506,0.000000,-3.232251
73,0.965560,0.260180,0.668830,-0.743416,-1.738818,3.004978,0.000000,-2.547101
74,0.992926,-0.118732,0.990171,-0.139861,-1.986292,3.789077,-1.000000,-0.299603
75,0.892257,-0.451528,0.855929,0.517093,-1.409658,2.855805,-1.000000,0.439876
76,0.790715,-0.612185,0.572852,0.819659,-0.468795,1.284970,-1.000000,-0.690912
77,0.794050,-0.607852,0.493412,0.869796,0.517215,-0.345282,-1.000000,-2.164486
78,0.896767,-0.442503,0.679964,0.733245,1.404923,-1.959753,-1.000000,-2.470507
79,0.994066,-0.108776,0.958755,0.284232,2.018008,-3.277919,-1.000000,-0.703837
80,0.953579,0.301142,0.918164,-0.396199,2.010452,-3.441604,-1.000000,1.163930
81,0.794733,0.606960,0.533384,-0.845873,1.385188,-2.462157,-1.000000,1.060981
82,0.664534,0.747258,0.192894,-0.981220,0.511235,-1.215616,-1.000000,-0.328028
83,0.657511,0.753445,0.075997,-0.997108,-0.414807,0.035825,0.000000,-2.120568
84,0.781158,0.624333,0.233769,-0.972292,-1.351127,1.569859,0.000000,-3.341136
85,0.947159,0.320765,0.647542,-0.762030,-2.079346,3.084897,0.000000,-2.508204
86,0.991769,-0.128039,0.990094,-0.140406,-2.359804,3.964799,-1.000000,0.025947
87,0.853433,-0.521202,0.840602,0.541653,-1.728495,2.955488,-1.000000,0.728173
