step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.998623,-0.052466,0.999235,-0.039110,-0.018140,0.025549,1.000000,-1.014814
1,0.997982,-0.063503,1.000000,-0.000822,-0.088862,0.348863,1.000000,-1.003821
2,0.996331,-0.085582,0.995544,0.094303,-0.124859,0.583527,1.000000,-0.913209
3,0.993975,-0.109603,0.975309,0.220846,-0.107298,0.672616,1.000000,-0.787780
4,0.992196,-0.124686,0.938451,0.345413,-0.037597,0.603340,1.000000,-0.712211
5,0.992464,-0.122540,0.898000,0.439996,0.061112,0.410484,1.000000,-0.736994
6,0.994916,-0.100712,0.871425,0.490529,0.154830,0.156138,1.000000,-0.849641
7,0.997994,-0.063305,0.868663,0.495404,0.212611,-0.094575,-1.000000,-1.173603
8,0.999984,0.005617,0.915921,0.401358,0.462050,-0.935247,-1.000000,-1.430166
9,0.993617,0.112809,0.987277,0.159012,0.584974,-1.542473,-1.000000,-1.166259
10,0.974579,0.224042,0.984733,-0.174069,0.508160,-1.724483,-1.000000,-0.623451
11,0.954705,0.297553,0.878639,-0.477486,0.227017,-1.438041,-1.000000,-0.298027
12,0.952371,0.304941,0.745203,-0.666838,-0.154142,-0.853359,-1.000000,-0.360112
13,0.970695,0.240314,0.672626,-0.739983,-0.502746,-0.176989,-1.000000,-0.644659
14,0.993079,0.117450,0.692941,-0.720995,-0.719516,0.432829,1.000000,-1.186201
15,0.998424,-0.056124,0.819551,-0.573006,-0.984631,1.474975,1.000000,-1.592485
16,0.966379,-0.257123,0.971255,-0.238041,-1.008326,2.138915,1.000000,-1.342734
17,0.905609,-0.424114,0.979536,0.201269,-0.718385,2.181525,1.000000,-0.835900
18,0.863633,-0.504122,0.830070,0.557659,-0.154638,1.633952,1.000000,-0.608903
19,0.880534,-0.473982,0.670371,0.742026,0.496963,0.784776,1.000000,-0.660406
20,0.943765,-0.330617,0.620388,0.784295,1.039171,-0.121806,-1.000000,-0.966930
21,0.997304,-0.073384,0.740647,0.671894,1.540781,-1.479625,-1.000000,-1.114717
22,0.967922,0.251250,0.942806,0.333343,1.663513,-2.381308,-1.000000,-0.709405
23,0.847033,0.531540,0.987333,-0.158661,1.325034,-2.467176,-1.000000,-0.463267
