step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.996961,0.077896,0.998027,0.062787,-0.000701,0.086063,-1.000000,-1.012196
1,0.996566,0.082797,0.998947,0.045881,0.048254,-0.251475,-1.000000,-1.051912
2,0.995407,0.095735,0.999431,-0.033720,0.076424,-0.528811,-1.000000,-0.993193
3,0.993871,0.110546,0.987675,-0.156517,0.065202,-0.681364,-1.000000,-0.845648
4,0.992935,0.118658,0.956609,-0.291374,0.010196,-0.678364,-1.000000,-0.697795
5,0.993632,0.112674,0.913479,-0.406886,-0.072534,-0.536581,-1.000000,-0.641601
6,0.995947,0.089947,0.875425,-0.483354,-0.152730,-0.309181,-1.000000,-0.708813
7,0.998542,0.053983,0.857077,-0.515188,-0.200629,-0.059529,-1.000000,-0.869367
8,0.999912,0.013233,0.862586,-0.505911,-0.198266,0.158860,-1.000000,-1.063531
9,0.999765,-0.021696,0.885975,-0.463732,-0.143016,0.310911,-1.000000,-1.229506
10,0.999155,-0.041103,0.916485,-0.400070,-0.045917,0.381880,-1.000000,-1.319598
11,0.999254,-0.038623,0.944518,-0.328460,0.071877,0.376162,-1.000000,-1.312124
12,0.999919,-0.012762,0.965096,-0.261898,0.183338,0.313758,-1.000000,-1.219752
13,0.999474,0.032434,0.977815,-0.209469,0.261082,0.223879,-1.000000,-1.087555
14,0.996133,0.087859,0.984678,-0.174383,0.284191,0.135946,-1.000000,-0.975448
15,0.989957,0.141372,0.987997,-0.154475,0.244492,0.070303,-1.000000,-0.929390
16,0.983484,0.180995,0.989474,-0.144710,0.149484,0.032442,-1.000000,-0.956835
17,0.980203,0.197997,0.990104,-0.140338,0.020534,0.013291,-1.000000,-1.022787
18,0.982023,0.188760,0.990240,-0.139373,-0.112688,-0.005190,-1.000000,-1.070141
19,0.987855,0.155379,0.989635,-0.143608,-0.219560,-0.041811,-1.000000,-1.052486
20,0.994441,0.105296,0.987454,-0.157904,-0.276019,-0.107699,-1.000000,-0.960514
21,0.998760,0.049781,0.982188,-0.187902,-0.270739,-0.199857,-1.000000,-0.827298
22,0.999999,0.001112,0.971552,-0.236827,-0.207983,-0.299662,-1.000000,-0.710751
23,0.999529,-0.030690,0.953098,-0.302662,-0.105713,-0.377793,-1.000000,-0.665356
24,0.999191,-0.040224,0.926154,-0.377146,0.010206,-0.403551,-1.000000,-0.718947
25,0.999622,-0.027498,0.894338,-0.447392,0.112903,-0.354329,-1.000000,-0.863467
26,0.999997,0.002521,0.866413,-0.499328,0.180087,-0.222191,-1.000000,-1.059013
27,0.999152,0.041178,0.853695,-0.520773,0.198070,-0.017248,-1.000000,-1.244955
28,0.996938,0.078197,0.864462,-0.502697,0.165219,0.231012,-1.000000,-1.355215
29,0.994527,0.104482,0.898001,-0.439993,0.094516,0.474294,-1.000000,-1.343154
30,0.993363,0.115019,0.942278,-0.334831,0.012308,0.650944,-1.000000,-1.216529
31,0.993854,0.110702,0.979323,-0.202303,-0.050343,0.701907,-1.000000,-1.053004
32,0.995208,0.097781,0.997460,-0.071232,-0.072341,0.596874,-1.000000,-0.954597
33,0.996401,0.084764,0.999674,0.025535,-0.052649,0.352744,-1.000000,-0.964111
34,0.996908,0.078577,0.997941,0.064137,-0.007148,0.026472,-1.000000,-1.029647
35,0.996623,0.082116,0.999366,0.035617,0.040971,-0.306384,-1.000000,-1.051332
36,0.995621,0.093486,0.998561,-0.053622,0.067909,-0.568878,-1.000000,-0.965862
37,0.994315,0.106480,0.983311,-0.181931,0.055528,-0.699161,-1.000000,-0.803220
38,0.993631,0.112685,0.948415,-0.317031,0.001096,-0.672388,-1.000000,-0.663494
39,0.994448,0.105228,0.903562,-0.428458,-0.077607,-0.511818,-1.000000,-0.633716
