step,position,velocity,action,reward
0,-0.422139,0.000000,1,-1.006712
1,-0.422889,-0.000749,0,-1.021988
2,-0.425382,-0.002493,0,-1.035991
3,-0.429601,-0.004219,0,-1.047863
4,-0.435516,-0.005915,0,-1.056805
5,-0.443083,-0.007568,0,-1.062096
6,-0.452249,-0.009166,0,-1.063123
7,-0.462946,-0.010697,0,-1.059408
8,-0.475095,-0.012149,0,-1.050631
9,-0.488607,-0.013512,0,-1.036659
10,-0.503381,-0.014774,0,-1.017560
11,-0.519306,-0.015925,0,-0.993612
12,-0.536263,-0.016957,0,-0.965310
13,-0.554126,-0.017862,0,-0.933347
14,-0.572760,-0.018634,0,-0.898594
15,-0.592026,-0.019266,0,-0.862060
16,-0.611783,-0.019757,0,-0.824852
17,-0.631886,-0.020103,0,-0.788113
18,-0.652191,-0.020305,0,-0.752975
19,-0.672556,-0.020365,0,-0.720499
20,-0.692840,-0.020284,0,-0.691629
21,-0.712909,-0.020069,0,-0.667154
22,-0.732633,-0.019724,0,-0.647681
23,-0.751890,-0.019257,0,-0.633624
24,-0.770565,-0.018676,0,-0.625202
25,-0.788553,-0.017988,0,-0.622454
26,-0.805757,-0.017204,0,-0.625255
27,-0.822088,-0.016331,0,-0.633349
28,-0.837468,-0.015380,0,-0.646373
29,-0.851827,-0.014359,0,-0.663893
30,-0.865103,-0.013276,0,-0.685431
31,-0.877243,-0.012140,0,-0.710490
32,-0.888201,-0.010958,0,-0.738575
33,-0.897938,-0.009737,0,-0.769211
34,-0.906421,-0.008483,0,-0.801953
35,-0.913624,-0.007203,0,-0.836388
36,-0.919526,-0.005901,0,-0.872144
37,-0.924108,-0.004582,0,-0.908880
38,-0.927359,-0.003251,0,-0.946289
39,-0.929269,-0.001911,0,-0.984082
40,-0.929835,-0.000565,0,-1.021989
41,-0.929054,0.000781,1,-1.087791
42,-0.925928,0.003126,2,-1.180496
43,-0.919466,0.006462,2,-1.270496
44,-0.909685,0.009781,2,-1.356062
45,-0.896614,0.013071,2,-1.435087
46,-0.880293,0.016320,2,-1.505023
47,-0.860780,0.019513,2,-1.562869
48,-0.838147,0.022633,2,-1.605242
49,-0.812490,0.025657,2,-1.628538
50,-0.783928,0.028562,2,-1.629203
51,-0.752606,0.031322,2,-1.604090
52,-0.718698,0.033908,2,-1.550898
53,-0.682409,0.036289,2,-1.468627
54,-0.643974,0.038435,2,-1.357979
55,-0.603655,0.040319,2,-1.221623
56,-0.561742,0.041913,2,-1.064247
57,-0.518543,0.043199,2,-0.892344
58,-0.474382,0.044161,2,-0.713729
59,-0.429588,0.044793,2,-0.536850
60,-0.384491,0.045097,2,-0.369983
61,-0.339407,0.045084,2,-0.220456
62,-0.294635,0.044772,2,-0.094014
63,-0.250448,0.044187,2,0.005572
64,-0.207089,0.043360,2,0.076622
65,-0.164762,0.042327,2,0.119415
66,-0.123636,0.041126,2,0.135855
67,-0.083840,0.039796,2,0.129030
68,-0.045465,0.038375,2,0.102741
69,-0.008567,0.036898,2,0.061065
70,0.026831,0.035399,2,0.008008
71,0.060738,0.033907,2,-0.052759
72,0.093187,0.032448,2,-0.118052
73,0.124232,0.031045,2,-0.185255
74,0.153949,0.029717,2,-0.252329
75,0.182428,0.028479,2,-0.317779
76,0.209772,0.027344,2,-0.380599
77,0.236094,0.026323,2,-0.440200
78,0.261519,0.025424,2,-0.496344
79,0.286174,0.024655,2,-0.549077
80,0.310195,0.024021,2,-0.598680
81,0.333722,0.023528,2,-0.645622
82,0.356902,0.023179,2,-0.690529
83,0.379882,0.022981,2,-0.734168
84,0.402818,0.022936,2,-0.777433
85,0.425868,0.023050,2,-0.821344
86,0.449195,0.023327,2,-0.867047
87,0.472968,0.023774,2,-0.915823
88,0.497364,0.024395,2,-0.969092
