step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.999707,-0.024199,0.999898,0.014301,-0.059098,0.054515,1.000000,-0.992607
1,0.998964,-0.045506,0.998486,0.055002,-0.148343,0.342099,1.000000,-0.958030
2,0.996785,-0.080122,0.989584,0.143954,-0.188504,0.531013,1.000000,-0.885673
3,0.993233,-0.116135,0.967019,0.254704,-0.162469,0.574831,1.000000,-0.819296
4,0.990067,-0.140595,0.934318,0.356440,-0.076249,0.473207,1.000000,-0.811052
5,0.989563,-0.144102,0.904860,0.425710,0.043155,0.267870,1.000000,-0.871340
6,0.992318,-0.123710,0.892094,0.451850,0.158815,0.022139,1.000000,-0.965968
7,0.996500,-0.083588,0.900326,0.435215,0.235826,-0.198628,-1.000000,-1.192093
8,0.999965,-0.008378,0.946632,0.322316,0.500183,-0.994674,-1.000000,-1.294335
9,0.994311,0.106514,0.997535,0.070169,0.620225,-1.524158,-1.000000,-0.957327
10,0.974773,0.223197,0.968592,-0.248657,0.527162,-1.613310,-1.000000,-0.507627
11,0.954152,0.299324,0.855009,-0.518614,0.237513,-1.268218,-1.000000,-0.359168
12,0.951089,0.308917,0.737445,-0.675407,-0.140416,-0.670321,0.000000,-0.684578
13,0.971684,0.236286,0.712178,-0.701999,-0.597210,0.295934,0.000000,-1.213278
14,0.996366,0.085173,0.807185,-0.590299,-0.903753,1.135881,0.000000,-1.425268
15,0.994224,-0.107326,0.940964,-0.338507,-0.980831,1.654326,0.000000,-1.231428
16,0.958954,-0.283563,0.999989,-0.004697,-0.771851,1.662550,1.000000,-0.954596
17,0.916302,-0.400488,0.949386,0.314113,-0.437741,1.504989,1.000000,-0.804969
18,0.899798,-0.436306,0.840711,0.541484,0.057582,0.979231,-1.000000,-1.049850
19,0.934428,-0.356152,0.804044,0.594570,0.797025,-0.331072,-1.000000,-1.463794
20,0.989431,-0.145002,0.901105,0.433601,1.344354,-1.503223,-1.000000,-1.212045
21,0.988785,0.149345,0.997674,0.068166,1.539243,-2.184495,-1.000000,-0.379825
22,0.905443,0.424468,0.932505,-0.361157,1.273146,-2.065404,1.000000,-0.154514
23,0.819439,0.573167,0.794185,-0.607676,0.416959,-0.730227,1.000000,-1.052837
24,0.825354,0.564616,0.792699,-0.609614,-0.518534,0.704881,0.000000,-1.884052
25,0.912285,0.409556,0.917132,-0.398585,-1.227807,1.708342,0.000000,-1.714086
26,0.991565,0.129607,0.999993,-0.003844,-1.621676,2.235263,0.000000,-0.709483
27,0.981422,-0.191859,0.910906,0.412613,-1.528770,1.921225,1.000000,0.020534
28,0.893543,-0.448977,0.729601,0.683873,-1.140596,1.280339,1.000000,-0.134049
29,0.806815,-0.590805,0.606598,0.795009,-0.495982,0.358353,1.000000,-0.979293
30,0.791560,-0.611092,0.626769,0.779205,0.246030,-0.612108,-1.000000,-2.021607
31,0.871325,-0.490706,0.816177,0.577801,1.179922,-2.140683,-1.000000,-2.037170
32,0.979615,-0.200886,0.998107,0.061495,1.851680,-3.270528,-1.000000,-0.249890
33,0.983008,0.183560,0.820805,-0.571209,1.907328,-3.210923,-1.000000,1.228365
34,0.865832,0.500335,0.401781,-0.915736,1.426466,-2.200151,-1.000000,0.916146
35,0.739297,0.673380,0.095596,-0.995420,0.694592,-0.969855,1.000000,-0.856310
36,0.713105,0.701058,0.075344,-0.997158,-0.319318,0.764602,0.000000,-2.885706
37,0.813221,0.581954,0.369485,-0.929237,-1.225660,2.271224,0.000000,-3.590445
38,0.956333,0.292280,0.830769,-0.556617,-1.970264,3.686692,0.000000,-1.745689
39,0.991667,-0.128829,0.977212,0.212266,-2.154265,4.086609,1.000000,1.179129
40,0.866746,-0.498749,0.569198,0.822200,-1.679082,3.251238,1.000000,1.976216
41,0.711935,-0.702246,0.085604,0.996329,-0.857416,1.933712,1.000000,0.835639
42,0.652771,-0.757555,-0.169164,0.985588,0.050033,0.629289,-1.000000,-1.317084
43,0.734766,-0.678321,-0.119169,0.992874,1.070860,-1.138995,-1.000000,-3.524184
44,0.903896,-0.427753,0.287050,0.957916,1.933025,-2.981242,-1.000000,-3.976874
45,0.999925,0.012279,0.876842,0.480778,2.541317,-4.697730,-1.000000,-0.970307
46,0.868350,0.495952,0.883920,-0.467638,2.349536,-4.814965,-1.000000,2.291077
47,0.625414,0.780293,0.253403,-0.967361,1.349517,-3.379893,-1.000000,2.376391
48,0.497596,0.867409,-0.266424,-0.963856,0.195656,-1.898312,1.000000,0.504723
49,0.571279,0.820756,-0.446493,-0.894787,-1.038696,-0.039290,0.000000,-1.860299
50,0.791088,0.611703,-0.300660,-0.953731,-1.953720,1.620546,0.000000,-3.246882
51,0.978671,0.205433,0.184697,-0.982796,-2.494705,3.275395,0.000000,-3.102980
52,0.951349,-0.308116,0.831780,-0.555105,-2.625157,4.548121,0.000000,-1.232667
53,0.702163,-0.712016,0.947671,0.319247,-2.024161,4.279870,1.000000,0.325933
