step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.996243,-0.086605,0.995716,-0.092464,0.001507,-0.012357,-1.000000,-0.993312
1,0.997929,-0.064328,0.991858,-0.127347,0.215990,-0.328528,-1.000000,-0.960535
2,0.999989,-0.004705,0.976627,-0.214940,0.365576,-0.535652,-1.000000,-0.892260
3,0.997229,0.074398,0.946123,-0.323808,0.406694,-0.564063,-1.000000,-0.851113
4,0.988774,0.149422,0.909127,-0.416518,0.330824,-0.407726,-1.000000,-0.901684
5,0.979948,0.199251,0.885212,-0.465188,0.164207,-0.119913,-1.000000,-1.033508
6,0.977452,0.211159,0.889623,-0.456696,-0.044559,0.215473,-1.000000,-1.162931
7,0.983157,0.182761,0.920822,-0.389984,-0.237533,0.505838,1.000000,-1.287578
8,0.995340,0.096430,0.977276,-0.211973,-0.613269,1.324176,1.000000,-1.087861
9,0.998823,-0.048513,0.994603,0.103757,-0.796742,1.770008,1.000000,-0.501433
10,0.979422,-0.201822,0.897449,0.441118,-0.706450,1.672348,1.000000,-0.131360
11,0.950494,-0.310744,0.736232,0.676729,-0.395236,1.141623,1.000000,-0.320705
12,0.937737,-0.347345,0.621472,0.783437,0.013669,0.410273,-1.000000,-1.150964
13,0.958577,-0.284832,0.663551,0.748131,0.632798,-0.950435,-1.000000,-1.997527
14,0.993978,-0.109584,0.863427,0.504474,1.125579,-2.167374,-1.000000,-1.705359
15,0.989987,0.141156,0.999913,0.013216,1.320293,-2.855107,-1.000000,-0.357126
16,0.926784,0.375595,0.854213,-0.519924,1.040098,-2.598297,-1.000000,0.523252
17,0.860147,0.510047,0.554230,-0.832364,0.431698,-1.710564,-1.000000,0.247692
18,0.851043,0.525095,0.343681,-0.939087,-0.252612,-0.645776,-1.000000,-0.638003
19,0.904709,0.426030,0.323417,-0.946257,-0.849753,0.422709,1.000000,-1.783171
20,0.978852,0.204571,0.538993,-0.842310,-1.452287,1.952859,1.000000,-2.382310
21,0.992512,-0.122148,0.887426,-0.460950,-1.772978,3.178576,1.000000,-1.402904
22,0.892041,-0.451955,0.979160,0.203091,-1.590559,3.452217,1.000000,0.104012
23,0.752358,-0.658754,0.679365,0.733800,-0.847087,2.622289,1.000000,0.393982
24,0.700983,-0.713178,0.334327,0.942457,0.107200,1.413976,-1.000000,-0.652005
25,0.789022,-0.614366,0.236686,0.971586,1.183555,-0.393534,-1.000000,-2.128273
26,0.943190,-0.332253,0.477522,0.878620,1.992032,-2.180599,-1.000000,-2.401169
27,0.993979,0.109569,0.887483,0.460840,2.411554,-3.640749,-1.000000,-0.705958
28,0.836590,0.547829,0.956902,-0.290411,2.157793,-3.828695,-1.000000,0.966774
29,0.600219,0.799836,0.570414,-0.821357,1.248709,-2.758144,-1.000000,0.667680
30,0.483422,0.875387,0.183881,-0.982949,0.131751,-1.457779,-1.000000,-0.691384
31,0.556798,0.830648,0.026508,-0.999649,-0.976703,-0.112211,-1.000000,-2.122854
32,0.772908,0.634518,0.147072,-0.989126,-1.906860,1.335656,1.000000,-3.034353
33,0.975373,0.220561,0.576181,-0.817322,-2.675591,3.301464,1.000000,-2.026024
