step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.999839,-0.017962,0.999972,-0.007540,0.069569,0.036643,-1.000000,-1.001299
1,0.999942,0.010726,0.999381,-0.035178,0.210422,-0.303469,-1.000000,-0.966348
2,0.998080,0.061931,0.992565,-0.121715,0.288710,-0.541491,-1.000000,-0.892849
3,0.992806,0.119732,0.971230,-0.238141,0.276276,-0.613446,-1.000000,-0.828001
4,0.986190,0.165618,0.937477,-0.348047,0.174854,-0.511252,-1.000000,-0.832501
5,0.982758,0.184897,0.906365,-0.422496,0.015300,-0.280908,-1.000000,-0.912123
6,0.985293,0.170876,0.894183,-0.447702,-0.155269,0.002727,1.000000,-1.159394
7,0.994906,0.100809,0.932093,-0.362220,-0.536445,0.910447,1.000000,-1.295463
8,0.999456,-0.032983,0.993228,-0.116182,-0.769618,1.570171,1.000000,-0.931022
9,0.982024,-0.188754,0.974829,0.222955,-0.754536,1.754081,1.000000,-0.417694
10,0.950154,-0.311782,0.852605,0.522556,-0.482656,1.425803,1.000000,-0.286846
11,0.931263,-0.364348,0.715049,0.699075,-0.063636,0.785185,1.000000,-0.604016
12,0.942247,-0.334918,0.654657,0.755926,0.370389,0.041079,-1.000000,-1.318971
13,0.978439,-0.206537,0.743686,0.668529,0.939076,-1.267346,-1.000000,-1.815696
14,0.999797,0.020171,0.933369,0.358918,1.295758,-2.309049,-1.000000,-1.242492
15,0.959778,0.280760,0.989575,-0.144020,1.274111,-2.662946,-1.000000,-0.182681
16,0.877914,0.478819,0.803038,-0.595927,0.815295,-2.165015,-1.000000,0.139517
17,0.828039,0.560670,0.555677,-0.831399,0.126278,-1.230036,-1.000000,-0.383750
18,0.853036,0.521852,0.432804,-0.901488,-0.576011,-0.180491,1.000000,-1.446893
19,0.938108,0.346342,0.541642,-0.840609,-1.341433,1.413745,1.000000,-2.197612
20,0.999535,0.030490,0.841511,-0.540240,-1.833038,2.791602,1.000000,-1.430937
21,0.940169,-0.340710,0.997949,0.064021,-1.848758,3.363042,1.000000,0.141336
22,0.786371,-0.617754,0.771421,0.636325,-1.252212,2.743131,1.000000,0.543749
23,0.676461,-0.736478,0.428343,0.903616,-0.343688,1.607855,-1.000000,-0.596897
24,0.709783,-0.704421,0.293299,0.956021,0.789263,-0.157934,-1.000000,-2.328747
25,0.866240,-0.499628,0.486663,0.873590,1.757495,-1.949252,-1.000000,-2.903826
26,0.995128,-0.098590,0.876304,0.481759,2.414506,-3.558663,-1.000000,-1.003393
27,0.922047,0.387077,0.961426,-0.275065,2.406963,-3.970456,-1.000000,1.403638
28,0.689039,0.724724,0.556551,-0.830813,1.642886,-2.915636,-1.000000,1.421217
29,0.508554,0.861030,0.140546,-0.990074,0.603770,-1.578877,-1.000000,-0.100350
30,0.498345,0.866979,-0.044017,-0.999031,-0.482323,-0.269733,-1.000000,-1.931458
31,0.659887,0.751365,0.037856,-0.999283,-1.480380,1.104921,1.000000,-3.529642
32,0.898476,0.439022,0.440895,-0.897559,-2.428768,3.093693,1.000000,-3.243940
33,0.995374,-0.096076,0.951606,-0.307320,-2.974088,4.744466,1.000000,0.277892
34,0.785642,-0.618681,0.802389,0.596801,-2.565746,4.419241,1.000000,2.563304
35,0.473011,-0.881056,0.193463,0.981108,-1.498975,2.914219,1.000000,1.730758
36,0.306586,-0.951843,-0.242159,0.970237,-0.304710,1.502994,-1.000000,-0.520150
37,0.375826,-0.926690,-0.356191,0.934413,1.025456,-0.314569,-1.000000,-3.282127
38,0.652895,-0.757449,-0.107069,0.994252,2.199349,-2.297575,-1.000000,-4.937076
39,0.948149,-0.317827,0.542877,0.839812,3.111678,-4.528925,-1.000000,-2.740452
40,0.939391,0.342846,0.996600,-0.082393,3.440610,-5.867275,-1.000000,2.472631
41,0.573139,0.819458,0.415109,-0.909772,2.528250,-4.471035,-1.000000,3.635675
42,0.225720,0.974192,-0.289198,-0.957269,1.286121,-2.803638,-1.000000,2.068640
43,0.097602,0.995226,-0.654533,-0.756034,0.013438,-1.420482,-1.000000,-0.023688
44,0.218208,0.975902,-0.758615,-0.651540,-1.222909,-0.039885,-1.000000,-2.273407
45,0.545713,0.837972,-0.659399,-0.751793,-2.306663,1.478431,1.000000,-4.124609
46,0.904060,0.427406,-0.213782,-0.976881,-3.132995,3.600790,1.000000,-4.214366
47,0.973509,-0.228648,0.664677,-0.747130,-3.528999,5.764222,1.000000,-1.260166
48,0.607650,-0.794205,0.921724,0.387847,-3.124599,6.144476,1.000000,2.128073
49,0.164314,-0.986408,0.112760,0.993622,-1.694031,4.388087,1.000000,2.515029
50,-0.021629,-0.999766,-0.571035,0.820926,-0.179089,2.866015,1.000000,1.927468
51,0.087138,-0.996196,-0.861041,0.508535,1.243756,1.418365,-1.000000,-0.045935
52,0.457342,-0.889291,-0.904343,0.426806,2.586327,-0.498891,-1.000000,-2.125654
53,0.887510,-0.460788,-0.743446,0.668796,3.468980,-2.410696,-1.000000,-1.398538
54,0.972654,0.232257,-0.172902,0.984939,3.540009,-4.190305,-1.000000,-0.417654
55,0.617177,0.786824,0.721378,0.692541,3.125626,-5.466465,-1.000000,-1.442768
56,0.118783,0.992920,0.942802,-0.333353,2.215965,-5.286924,-1.000000,-2.478786
57,-0.178470,0.983945,0.293746,-0.955884,0.714017,-3.993357,1.000000,-2.370617
58,-0.137832,0.990456,-0.309209,-0.950994,-1.122026,-2.115620,1.000000,-2.191933
59,0.258075,0.966125,-0.499790,-0.866147,-2.823314,0.110469,1.000000,-3.193938
60,0.817649,0.575717,-0.234796,-0.972045,-4.019491,2.816540,1.000000,-2.422141
61,0.970493,-0.241130,0.571717,-0.820451,-4.437722,5.547576,1.000000,1.042640
62,0.448466,-0.893800,0.962259,0.272136,-3.981314,6.261044,1.000000,3.003521
63,-0.196073,-0.980589,0.206507,0.978445,-2.608679,4.558047,1.000000,1.782780
64,-0.555310,-0.831643,-0.544859,0.838528,-1.334799,3.395459,1.000000,1.119142
65,-0.675749,-0.737132,-0.922004,0.387180,-0.228834,2.587815,1.000000,1.590807
66,-0.638350,-0.769746,-0.999429,-0.033802,0.703246,1.696596,-1.000000,0.888214
67,-0.434294,-0.900771,-0.974036,-0.226394,1.749729,0.219057,-1.000000,-2.029383
68,0.021667,-0.999765,-0.993660,-0.112431,2.988505,-1.389707,-1.000000,-4.910254
69,0.676933,-0.736045,-0.944718,0.327883,4.155138,-3.114573,-1.000000,-3.705218
70,0.998674,0.051482,-0.402807,0.915285,4.466423,-5.161137,-1.000000,-0.661021
71,0.606176,0.795330,0.737008,0.675884,4.179845,-7.143972,-1.000000,-0.438074
72,-0.099890,0.994998,0.769120,-0.639104,3.142796,-6.705812,-1.000000,-0.698660
73,-0.534956,0.844880,-0.291084,-0.956697,1.504988,-5.122880,-1.000000,1.056071
74,-0.655212,0.755445,-0.936394,-0.350952,0.063250,-4.088600,-1.000000,4.475438
75,-0.588211,0.808708,-0.935347,0.353731,-0.826421,-3.111273,-1.000000,4.332472
76,-0.391374,0.920232,-0.631855,0.775087,-1.437468,-2.159540,1.000000,-0.071756
77,-0.030269,0.999542,-0.364135,0.931346,-2.309753,-1.024877,1.000000,-5.925726
78,0.498341,0.866981,-0.221855,0.975080,-3.158612,-0.657331,1.000000,-10.983747
79,0.926377,0.376597,-0.009733,0.999953,-3.276493,-1.762806,1.000000,-12.268517
80,0.986670,-0.162734,0.552712,0.833372,-2.032392,-4.316734,1.000000,-2.145272
81,0.912952,-0.408067,0.995312,-0.096713,-0.806797,-5.971190,1.000000,10.794166
82,0.807460,-0.589922,0.412126,-0.911127,-1.427538,-4.272260,1.000000,8.790599
83,0.569901,-0.821713,-0.273401,-0.961900,-1.772122,-2.969227,1.000000,0.872743
84,0.275579,-0.961278,-0.754067,-0.656797,-1.409130,-3.001657,1.000000,-6.330616
85,0.072350,-0.997379,-0.999530,-0.030644,-0.565238,-3.979976,-1.000000,-9.905695
86,0.116956,-0.993137,-0.577697,0.816251,1.166988,-6.003909,-1.000000,-7.525743
87,0.556796,-0.830649,0.776372,0.630274,3.583795,-9.238801,-1.000000,2.747762
88,0.984345,-0.176254,0.325256,-0.945626,3.953932,-8.990094,-1.000000,8.219253
89,0.859992,0.510307,-0.944267,-0.329180,3.208235,-6.963019,-1.000000,6.597824
90,0.449296,0.893383,-0.550497,0.834837,2.507778,-6.472676,-1.000000,0.816793
91,0.006663,0.999978,0.676182,0.736735,2.123757,-6.865377,-1.000000,-6.797213
92,-0.338422,0.940995,0.858200,-0.513316,1.169220,-6.483955,1.000000,-8.512024
93,-0.344787,0.938681,-0.034962,-0.999389,-1.197273,-4.106093,1.000000,-3.851905
94,0.136636,0.990621,-0.547780,-0.836622,-3.619761,-1.229222,1.000000,-1.142818
95,0.860671,0.509162,-0.470644,-0.882323,-5.160885,2.175512,1.000000,1.901829
96,0.863388,-0.504541,0.273941,-0.961747,-5.273040,5.356582,1.000000,4.711101
97,0.043032,-0.999074,0.999096,-0.042510,-4.603125,6.641653,1.000000,2.291438
98,-0.686383,-0.727240,0.391177,0.920315,-3.403186,5.370054,1.000000,-1.328884
99,-0.976848,-0.213935,-0.559841,0.828600,-2.694865,4.778479,1.000000,-3.514399
100,-0.952661,0.304034,-0.999992,0.004123,-2.691112,5.073289,-1.000000,-4.733760
101,-0.615068,0.788474,-0.481349,-0.876529,-3.439981,5.856404,1.000000,-6.417196
102,0.183605,0.983000,0.805662,-0.592376,-5.155094,8.811412,1.000000,-2.713409
103,0.969259,0.246043,0.356737,0.934205,-5.879585,8.506356,1.000000,4.705777
104,0.609993,-0.792406,-0.846984,0.531619,-5.671584,5.407409,1.000000,7.482864
105,-0.372796,-0.927913,-0.941782,-0.336223,-4.608367,3.898232,1.000000,3.675576
106,-0.933600,-0.358316,-0.478729,-0.877963,-3.747276,3.524159,1.000000,-1.026318
107,-0.931026,0.364952,0.238459,-0.971152,-3.827855,4.069634,1.000000,-5.807372
108,-0.330633,0.943759,0.939465,-0.342644,-4.919220,5.877980,1.000000,-9.771271
109,0.698814,0.715303,0.610773,0.791806,-6.051822,6.072090,1.000000,-6.410690
110,0.903770,-0.428017,-0.242034,0.970268,-6.087188,2.581394,1.000000,0.198102
111,0.060334,-0.998178,-0.335279,0.942119,-4.310050,-1.525435,1.000000,7.027951
112,-0.503302,-0.864111,0.290006,0.957025,-1.551940,-4.611489,1.000000,10.921786
