step,cos_th1,sin_th1,cos_th2,sin_th2,dth1,dth2,action,reward
0,0.996685,-0.081358,0.998173,0.060414,-0.096843,-0.035069,1.000000,-0.978932
1,0.994769,-0.102147,0.997290,0.073570,-0.107264,0.161321,1.000000,-0.981875
2,0.992546,-0.121874,0.992642,0.121088,-0.085708,0.304788,1.000000,-0.968819
3,0.990983,-0.133985,0.981969,0.189040,-0.031743,0.369428,1.000000,-0.932299
4,0.991121,-0.132962,0.965470,0.260516,0.044131,0.351944,1.000000,-0.885742
5,0.993216,-0.116280,0.947132,0.320844,0.122400,0.270800,1.000000,-0.850415
6,0.996324,-0.085664,0.932419,0.361378,0.180156,0.158323,1.000000,-0.843526
7,0.998889,-0.047128,0.924839,0.380359,0.198578,0.049077,1.000000,-0.873252
8,0.999954,-0.009588,0.924382,0.381469,0.169232,-0.031071,1.000000,-0.937014
9,0.999845,0.017614,0.928492,0.371352,0.096954,-0.071954,1.000000,-1.020195
10,0.999625,0.027399,0.934174,0.356817,-0.001375,-0.080173,1.000000,-1.098392
11,0.999857,0.016921,0.939581,0.342326,-0.101517,-0.074008,1.000000,-1.146584
12,0.999932,-0.011650,0.944473,0.328588,-0.178579,-0.074352,1.000000,-1.151809
13,0.998665,-0.051653,0.949792,0.312883,-0.213873,-0.095225,1.000000,-1.120441
14,0.995599,-0.093716,0.956740,0.290946,-0.200007,-0.137544,1.000000,-1.073876
15,0.991729,-0.128352,0.965725,0.259568,-0.142571,-0.188432,1.000000,-1.035670
16,0.988917,-0.148471,0.975744,0.218916,-0.057935,-0.225952,1.000000,-1.019265
17,0.988542,-0.150943,0.984789,0.173757,0.031860,-0.226958,1.000000,-1.022945
18,0.990577,-0.136955,0.991104,0.133088,0.105289,-0.175376,1.000000,-1.032066
19,0.993782,-0.111345,0.994147,0.108034,0.146831,-0.068814,1.000000,-1.025477
20,0.996702,-0.081143,0.994093,0.108534,0.150583,0.078213,1.000000,-0.984833
21,0.998564,-0.053577,0.990173,0.139847,0.121266,0.235884,1.000000,-0.906659
22,0.999419,-0.034078,0.979810,0.199932,0.072063,0.366139,1.000000,-0.812299
23,0.999687,-0.025001,0.960345,0.278814,0.019490,0.434064,1.000000,-0.744693
24,0.999673,-0.025570,0.932574,0.360979,-0.022689,0.419405,1.000000,-0.746686
25,0.999460,-0.032857,0.902733,0.430201,-0.047089,0.322117,1.000000,-0.834029
26,0.999071,-0.043098,0.880566,0.473924,-0.052468,0.159664,1.000000,-0.983603
27,0.998609,-0.052728,0.874652,0.484752,-0.041779,-0.039451,1.000000,-1.142842
28,0.998252,-0.059106,0.888011,0.459823,-0.021212,-0.240474,1.000000,-1.252291
29,0.998128,-0.061152,0.916198,0.400725,-0.000157,-0.405124,1.000000,-1.272810
30,0.998205,-0.059889,0.949019,0.315220,0.010211,-0.496380,1.000000,-1.207944
31,0.998294,-0.058387,0.975795,0.218688,0.001473,-0.488702,1.000000,-1.104184
32,0.998161,-0.060626,0.991290,0.131699,-0.026333,-0.380175,1.000000,-1.019612
33,0.997580,-0.069525,0.997298,0.073457,-0.062919,-0.196675,1.000000,-0.983414
34,0.996360,-0.085241,0.998463,0.055430,-0.092049,0.016596,1.000000,-0.982540
35,0.994507,-0.104668,0.996896,0.078726,-0.098385,0.209739,1.000000,-0.982539
36,0.992502,-0.122231,0.990877,0.134770,-0.072991,0.341457,1.000000,-0.958685
37,0.991309,-0.131557,0.978103,0.208123,-0.016755,0.388967,1.000000,-0.912129
38,0.991830,-0.127570,0.959636,0.281246,0.058458,0.353240,1.000000,-0.863687
39,0.994107,-0.108406,0.940460,0.339904,0.132317,0.256840,1.000000,-0.836889
40,0.997068,-0.076520,0.926395,0.376553,0.182306,0.134568,1.000000,-0.846078
41,0.999260,-0.038466,0.920566,0.390588,0.191327,0.021253,1.000000,-0.893565
42,0.999995,-0.003259,0.922276,0.386533,0.153424,-0.058743,1.000000,-0.970233
43,0.999796,0.020176,0.928436,0.371492,0.075766,-0.097442,1.000000,-1.056462
44,0.999673,0.025567,0.935838,0.352430,-0.023325,-0.103132,1.000000,-1.126448
45,0.999939,0.011030,0.942639,0.333812,-0.119440,-0.094568,1.000000,-1.158352
46,0.999792,-0.020397,0.948626,0.316398,-0.188768,-0.091885,1.000000,-1.145868
47,0.998108,-0.061487,0.954654,0.297717,-0.214608,-0.107738,1.000000,-1.102409
48,0.994707,-0.102751,0.961733,0.273988,-0.191838,-0.142003,1.000000,-1.053361
49,0.990840,-0.135041,0.970121,0.242622,-0.127935,-0.181866,1.000000,-1.021394
50,0.988397,-0.151893,0.978905,0.204315,-0.040294,-0.206773,1.000000,-1.014863
51,0.988553,-0.150876,0.986458,0.164015,0.048973,-0.195931,1.000000,-1.025389
52,0.991009,-0.133794,0.991468,0.130354,0.119012,-0.135932,1.000000,-1.033406
53,0.994373,-0.105938,0.993537,0.113507,0.155417,-0.026718,1.000000,-1.017347
54,0.997216,-0.074567,0.992526,0.122036,0.153595,0.115730,1.000000,-0.963966
55,0.998900,-0.046890,0.987175,0.159641,0.119436,0.261551,1.000000,-0.878564
56,0.999604,-0.028123,0.974844,0.222888,0.066745,0.374522,1.000000,-0.789964
57,0.999793,-0.020349,0.953606,0.301058,0.011927,0.423276,1.000000,-0.741678
58,0.999745,-0.022584,0.925429,0.378921,-0.031675,0.391511,1.000000,-0.768868
59,0.999496,-0.031750,0.897326,0.441369,-0.056729,0.281867,1.000000,-0.876006
60,0.999036,-0.043887,0.878855,0.477089,-0.061580,0.112776,1.000000,-1.031320
61,0.998477,-0.055163,0.877521,0.479538,-0.048929,-0.087043,1.000000,-1.179554
62,0.998033,-0.062685,0.894811,0.446444,-0.025478,-0.282310,1.000000,-1.265239
63,0.997865,-0.065306,0.924868,0.380288,-0.001795,-0.434023,1.000000,-1.259340
64,0.997936,-0.064209,0.956924,0.290338,0.009967,-0.505655,1.000000,-1.177979
65,0.998031,-0.062715,0.981086,0.193572,0.001554,-0.474882,1.000000,-1.074882
66,0.997892,-0.064903,0.993805,0.111140,-0.025774,-0.345266,1.000000,-1.004028
67,0.997292,-0.073538,0.998120,0.061294,-0.060613,-0.147836,1.000000,-0.982472
68,0.996077,-0.088494,0.998563,0.053584,-0.086591,0.069484,1.000000,-0.986628
69,0.994318,-0.106448,0.996210,0.086982,-0.089060,0.256653,1.000000,-0.979950
70,0.992556,-0.121792,0.988539,0.150966,-0.060182,0.374259,1.000000,-0.944042
71,0.991727,-0.128367,0.973495,0.228710,-0.002217,0.403142,1.000000,-0.889449
72,0.992583,-0.121572,0.953204,0.302327,0.071601,0.348883,1.000000,-0.843101
73,0.994964,-0.100233,0.933605,0.358304,0.140296,0.238043,1.000000,-0.828581
74,0.997718,-0.067517,0.920667,0.390349,0.182069,0.107410,1.000000,-0.855593
75,0.999537,-0.030423,0.916947,0.399010,0.181810,-0.008493,1.000000,-0.919885
76,0.999998,0.002058,0.920993,0.389580,0.136081,-0.087155,1.000000,-1.006182
77,0.999768,0.021529,0.929208,0.369556,0.054191,-0.122799,1.000000,-1.091109
78,0.999745,0.022575,0.938222,0.346034,-0.044424,-0.125186,1.000000,-1.149159
79,0.999991,0.004253,0.946225,0.323508,-0.135525,-0.113302,1.000000,-1.163200
80,0.999562,-0.029601,0.953044,0.302833,-0.196614,-0.106463,1.000000,-1.134217
81,0.997455,-0.071300,0.959467,0.281821,-0.213033,-0.116163,1.000000,-1.082015
82,0.993782,-0.111346,0.966369,0.257159,-0.181827,-0.141626,1.000000,-1.034271
83,0.990010,-0.140995,0.973947,0.226774,-0.112148,-0.170471,1.000000,-1.010849
84,0.988004,-0.154429,0.981450,0.191720,-0.022216,-0.183694,1.000000,-1.013886
85,0.988701,-0.149900,0.987609,0.156933,0.065902,-0.162741,1.000000,-1.028629
86,0.991539,-0.129810,0.991446,0.130518,0.132057,-0.096553,1.000000,-1.032217
87,0.995000,-0.099875,0.992575,0.121632,0.162983,0.012979,1.000000,-1.004844
88,0.997715,-0.067558,0.990504,0.137481,0.155393,0.148835,1.000000,-0.939915
89,0.999199,-0.040024,0.983609,0.180316,0.116299,0.281553,1.000000,-0.851320
90,0.999752,-0.022258,0.969391,0.245521,0.060045,0.377097,1.000000,-0.773206
91,0.999871,-0.016071,0.946767,0.321920,0.002939,0.407629,1.000000,-0.746833
92,0.999795,-0.020245,0.918773,0.394786,-0.041920,0.360323,1.000000,-0.798199
93,0.999504,-0.031492,0.892955,0.450146,-0.067084,0.239929,1.000000,-0.921087
94,0.998960,-0.045586,0.878473,0.477792,-0.070547,0.065611,1.000000,-1.076868
95,0.998294,-0.058387,0.881644,0.471915,-0.055069,-0.133509,1.000000,-1.209588
96,0.997767,-0.066793,0.902416,0.430866,-0.028229,-0.321349,1.000000,-1.269614
