step,position,velocity,action,reward
0,-0.402164,0.000000,0,-1.020060
1,-0.404054,-0.001891,0,-1.039080
2,-0.407823,-0.003768,0,-1.056042
3,-0.413442,-0.005619,0,-1.069977
4,-0.420872,-0.007430,0,-1.079984
5,-0.430061,-0.009189,0,-1.085269
6,-0.440942,-0.010881,0,-1.085169
7,-0.453437,-0.012495,0,-1.079189
8,-0.467454,-0.014017,0,-1.067035
9,-0.482890,-0.015436,0,-1.048642
10,-0.499631,-0.016741,0,-1.024194
11,-0.517551,-0.017920,0,-0.994138
12,-0.536517,-0.018966,0,-0.959174
13,-0.556385,-0.019869,0,-0.920241
14,-0.577009,-0.020623,0,-0.878476
15,-0.598233,-0.021224,0,-0.835164
16,-0.619902,-0.021669,0,-0.791675
17,-0.641859,-0.021957,0,-0.749389
18,-0.663948,-0.022089,0,-0.709634
19,-0.686015,-0.022067,0,-0.673611
20,-0.707911,-0.021896,0,-0.642345
21,-0.729495,-0.021583,0,-0.616645
22,-0.750630,-0.021135,0,-0.597082
23,-0.771191,-0.020561,0,-0.583980
24,-0.791062,-0.019871,0,-0.577436
25,-0.810135,-0.019073,0,-0.577335
26,-0.828314,-0.018179,0,-0.583390
27,-0.845513,-0.017199,0,-0.595179
28,-0.861655,-0.016143,0,-0.612185
29,-0.876676,-0.015020,0,-0.633835
30,-0.890516,-0.013840,0,-0.659532
31,-0.903127,-0.012611,0,-0.688687
32,-0.914468,-0.011341,0,-0.720738
33,-0.924505,-0.010037,0,-0.755164
34,-0.933209,-0.008704,0,-0.791498
35,-0.940558,-0.007349,0,-0.829325
36,-0.946534,-0.005976,0,-0.868283
37,-0.951123,-0.004589,0,-0.908059
38,-0.954315,-0.003192,0,-0.948375
39,-0.956104,-0.001789,0,-0.988984
40,-0.956485,-0.000381,0,-1.029655
41,-0.955458,0.001027,2,-1.127730
42,-0.951026,0.004433,2,-1.224365
43,-0.943196,0.007829,2,-1.318228
44,-0.931988,0.011209,2,-1.407627
45,-0.917427,0.014561,2,-1.490393
46,-0.899553,0.017874,2,-1.563800
47,-0.878421,0.021132,2,-1.624558
48,-0.854102,0.024319,2,-1.668893
49,-0.826691,0.027411,2,-1.692735
50,-0.796308,0.030384,2,-1.692029
51,-0.763100,0.033208,2,-1.663163
52,-0.727246,0.035854,2,-1.603479
53,-0.688958,0.038288,2,-1.511816
54,-0.648480,0.040478,2,-1.388983
55,-0.606087,0.042393,2,-1.238066
56,-0.562082,0.044005,2,-1.064483
57,-0.516789,0.045293,2,-0.875702
58,-0.470547,0.046242,2,-0.680657
59,-0.423701,0.046846,2,-0.488912
60,-0.376593,0.047108,2,-0.309707
61,-0.329553,0.047041,2,-0.151064
62,-0.282887,0.046666,2,-0.019079
63,-0.236873,0.046014,2,0.082476
64,-0.191754,0.045119,2,0.152232
65,-0.147733,0.044021,2,0.190995
66,-0.104971,0.042763,2,0.201322
67,-0.063585,0.041386,2,0.186975
68,-0.023654,0.039931,2,0.152375
69,0.014783,0.038437,2,0.102116
70,0.051722,0.036940,2,0.040582
71,0.087192,0.035470,2,-0.028311
72,0.121247,0.034055,2,-0.101268
73,0.153965,0.032718,2,-0.175672
74,0.185445,0.031480,2,-0.249575
75,0.215803,0.030357,2,-0.321648
76,0.245166,0.029363,2,-0.391109
77,0.273675,0.028509,2,-0.457643
78,0.301481,0.027806,2,-0.521327
79,0.328742,0.027260,2,-0.582565
80,0.355622,0.026881,2,-0.642037
81,0.382296,0.026674,2,-0.700658
82,0.408941,0.026645,2,-0.759553
83,0.435744,0.026802,2,-0.820039
84,0.462895,0.027151,2,-0.883616
85,0.490593,0.027698,2,-0.951951
